"","depth","upper_age","lower_age","Monolete.psilate","Polypodium","Ophioglossum","Allantodia","Cyathea","Aspleniaceae","Asplenium","Cyclosorus","Selaginella","Trilete","Hymenophyllaceae","Pteris","Adiantum","Spore.47","Blechnum","Lophosoria","Isoetes","Acalypha","Alchornea","Amaranthaceae","Ambrosia","Caryophyllaceae","Celtis","Clethra","Melast.Combret","Meliaceae.Bruniaceae","Morac.Urtica","Myrica.Morella","Myrsine","Plantago","Poaceae","Podocarpus","Polylepis","Solanaceae","Symplocos","Thalictrum","Weinmannia","Valeriana","Vallea","Apiaceae","Eryngium..Apiaceae.","Psyllocarpus.Micrandra.","Licania","Virola","Aechmea","Rubiaceae..cf.Uncaria.","Rubiaceae..cf.Hoffmannia.","Aralia","Juglandaceae","Tricolp..8..Poma.","Pagamea..Rub.","Malanea..Rub.","Dodonaea..Sapind..","Brassicaceae","cf.Rubiaceae","Lamiaceae","cf.Rhamnaceae","Fagara..Rubiaceae.","Alseis","cf.Sapindaceae","Carapa..Meliaceae.","Piper","Uncaria.2","Myrtaceae"
"36",87.5,2030,2068,10.2459016393443,0.819672131147541,0,1.63934426229508,1.22950819672131,1.63934426229508,0,0.409836065573771,0.409836065573771,0.409836065573771,0.409836065573771,0,0,0,0,0.409836065573771,3.27868852459016,3.27868852459016,0.819672131147541,0,0,0,0.409836065573771,0.409836065573771,3.68852459016393,0,4.91803278688525,0,1.63934426229508,0.409836065573771,45.9016393442623,6.9672131147541,3.27868852459016,0,0.409836065573771,0,1.22950819672131,0.409836065573771,1.63934426229508,0,0,0,0,0.819672131147541,0,0,0,0,0.409836065573771,0,1.63934426229508,0,0,0,0,0,0,0,0,0,0,0,0,0
"37",90,2068,2106,12.9692832764505,0.68259385665529,3.41296928327645,0,4.09556313993174,2.04778156996587,0.341296928327645,1.36518771331058,1.36518771331058,1.02389078498294,0.68259385665529,0.341296928327645,0,0.341296928327645,0.68259385665529,0,6.8259385665529,2.73037542662116,0.68259385665529,0.341296928327645,0,0,0,1.02389078498294,5.11945392491468,1.02389078498294,4.43686006825939,1.36518771331058,0.68259385665529,0.68259385665529,27.9863481228669,3.7542662116041,2.04778156996587,0.68259385665529,1.36518771331058,0.68259385665529,1.36518771331058,0.68259385665529,1.70648464163823,0,0,0,0.341296928327645,0,0.341296928327645,0.341296928327645,0.341296928327645,0,0,0,0,0,0,0.341296928327645,0,0,0.341296928327645,0,0.341296928327645,0,0,0,0.341296928327645,0
"38",92.5,2106,2144,14.7692307692308,1.23076923076923,0,1.84615384615385,3.69230769230769,4,0.923076923076923,2.15384615384615,0.615384615384615,0.307692307692308,0.615384615384615,0,0,0,0,0.615384615384615,0.615384615384615,1.23076923076923,0.307692307692308,0.307692307692308,0,0,0,0,1.53846153846154,0,3.69230769230769,0.307692307692308,0.615384615384615,0,51.3846153846154,1.53846153846154,0,0,0.615384615384615,0.307692307692308,0.923076923076923,0.923076923076923,0.307692307692308,0,0,0.307692307692308,0,1.23076923076923,0,0,0,0,0,0,0,0,0,0.307692307692308,0,0.307692307692308,0,0.307692307692308,0,0,0,0,0,0
"39",95,2144,2183,22.7722772277228,0.742574257425743,0.742574257425743,0.99009900990099,1.23762376237624,3.96039603960396,0.495049504950495,2.72277227722772,0.99009900990099,0.99009900990099,0.99009900990099,0.247524752475248,0,0.247524752475248,0.99009900990099,0,2.72277227722772,0.495049504950495,0.495049504950495,0,0,0,0,0.495049504950495,3.21782178217822,0,8.66336633663366,0.247524752475248,0.742574257425743,0.247524752475248,36.1386138613861,0.742574257425743,0.495049504950495,0.495049504950495,0.99009900990099,0.247524752475248,0,0.247524752475248,0.247524752475248,0,0,0,0,1.48514851485149,0,0,0,0,0.247524752475248,0.247524752475248,0,0.247524752475248,0,0,0,0,0,0.495049504950495,0,0,0,0,0,0
"40",97.5,2183,2222,13.8996138996139,2.31660231660232,0.772200772200772,0.772200772200772,1.54440154440154,2.31660231660232,0.386100386100386,0.772200772200772,1.15830115830116,0.772200772200772,0,0,0,0.386100386100386,0,0,3.86100386100386,3.86100386100386,0.386100386100386,0,0,0,0,0.772200772200772,3.47490347490348,0,6.56370656370656,3.08880308880309,0,1.54440154440154,36.2934362934363,2.31660231660232,0.386100386100386,0.772200772200772,0.772200772200772,0.386100386100386,2.31660231660232,0.386100386100386,1.54440154440154,0,0,0.386100386100386,0,0,0.772200772200772,0.772200772200772,0,0,0.772200772200772,0,0,0,1.15830115830116,0.386100386100386,0.772200772200772,0,0,0,0,0,0,0,0,0
"41",100,2222,2261,10,1.11111111111111,0,0,0.740740740740741,0,0,0.37037037037037,1.11111111111111,0.740740740740741,0,0.37037037037037,0,0,0,0.37037037037037,4.81481481481481,1.85185185185185,0.37037037037037,0.37037037037037,0,0.740740740740741,0,1.85185185185185,2.59259259259259,0,6.66666666666667,0,2.59259259259259,0.740740740740741,41.8518518518518,2.96296296296296,3.33333333333333,1.48148148148148,2.96296296296296,0.740740740740741,1.48148148148148,0.37037037037037,0,0,0,0.37037037037037,0,0,0,0,0,0,0.37037037037037,0,1.11111111111111,0,0.740740740740741,0.37037037037037,1.11111111111111,0.37037037037037,0,0.37037037037037,0,0,0,0,0,0
"42",102.5,2261,2299,11.9850187265918,1.87265917602996,0.374531835205993,1.49812734082397,2.99625468164794,1.12359550561798,1.12359550561798,2.24719101123596,0.749063670411985,0.749063670411985,1.49812734082397,0,0.374531835205993,0.749063670411985,1.87265917602996,0,3.74531835205993,1.49812734082397,0.374531835205993,0.374531835205993,0.749063670411985,0,0,1.49812734082397,4.11985018726592,0.749063670411985,5.2434456928839,1.12359550561798,0.749063670411985,0.374531835205993,31.0861423220974,2.24719101123596,2.99625468164794,0,0,1.12359550561798,1.49812734082397,0,1.49812734082397,1.12359550561798,0,0,0.374531835205993,0,0,0.749063670411985,0.374531835205993,0,0,0,0.749063670411985,0.749063670411985,0.374531835205993,1.49812734082397,0,0,0,0,0.374531835205993,0,0,0,0.749063670411985,0
"43",105,2299,2338,13.5231316725979,0.711743772241993,0,1.42348754448399,2.49110320284698,2.13523131672598,0.711743772241993,0,1.06761565836299,0.355871886120996,0,0,0,1.06761565836299,0,0,4.62633451957295,3.20284697508897,0.711743772241993,0,0,0,0,1.06761565836299,2.84697508896797,0,3.91459074733096,0,1.42348754448399,0,39.8576512455516,3.91459074733096,1.42348754448399,1.42348754448399,1.42348754448399,1.06761565836299,1.06761565836299,0.355871886120996,0.711743772241993,0.355871886120996,0,1.06761565836299,0,0,0,0,0,0,0.355871886120996,0.711743772241993,1.06761565836299,0,0,0,0,0.355871886120996,0.355871886120996,0.355871886120996,0,0,0.355871886120996,0,0,0
"44",107.5,2338,2377,10.8949416342412,1.55642023346304,3.89105058365759,0,2.33463035019455,2.33463035019455,0.778210116731518,0,2.33463035019455,0,0,0,0,0.389105058365759,0,0,3.50194552529183,2.33463035019455,0.778210116731518,0.389105058365759,0,0.778210116731518,0,0.778210116731518,5.05836575875486,0.778210116731518,5.44747081712062,1.55642023346304,0.778210116731518,0.778210116731518,31.9066147859922,2.33463035019455,6.22568093385214,0,1.55642023346304,0.389105058365759,0.778210116731518,0,1.55642023346304,0.778210116731518,0.389105058365759,0,0,0,0.778210116731518,0,0.389105058365759,0.778210116731518,0.389105058365759,0,0,0,0,1.16731517509728,0,0.389105058365759,0,0,1.16731517509728,0,0,0.778210116731518,0,0
"45",110,2377,2415,5.24017467248908,0.436681222707424,0,0,0.436681222707424,0.436681222707424,0.873362445414847,0.436681222707424,0.436681222707424,0.873362445414847,0,0,0,0,0.436681222707424,0,5.24017467248908,3.49344978165939,0.873362445414847,0.873362445414847,0,0.436681222707424,0,0.436681222707424,4.80349344978166,0,15.2838427947598,0.873362445414847,0.873362445414847,1.74672489082969,38.8646288209607,4.36681222707424,1.31004366812227,0.436681222707424,0.436681222707424,1.31004366812227,2.62008733624454,0.873362445414847,0.436681222707424,0,0,0.436681222707424,0,0,0,0,0,0,0.436681222707424,0,0.873362445414847,0.436681222707424,0,0,0,0.436681222707424,0,0.873362445414847,0,0,0,0,0,0
"46",112.5,2415,2454,8.83534136546185,1.60642570281124,1.20481927710843,0.401606425702811,0,1.60642570281124,0.803212851405622,0.803212851405622,2.00803212851406,1.20481927710843,0,0,0.401606425702811,0,0.401606425702811,1.20481927710843,1.20481927710843,2.40963855421687,0.803212851405622,0,0,0,0,1.60642570281124,4.01606425702811,0.803212851405622,6.02409638554217,3.21285140562249,0.803212851405622,0,37.7510040160643,3.6144578313253,1.60642570281124,0,0,0.803212851405622,5.62248995983936,0,0,0,0,0,0,0,1.60642570281124,0.401606425702811,0,1.20481927710843,0,0,0,0,0,2.00803212851406,0,0,0.401606425702811,0,0.401606425702811,0,0,0.401606425702811,1.20481927710843,0
"47",115,2454,2493,11.4093959731544,2.01342281879195,1.00671140939597,0.335570469798658,3.35570469798658,3.02013422818792,1.34228187919463,0.671140939597315,1.00671140939597,0.671140939597315,0,0,0,0,0.335570469798658,0,1.34228187919463,0.671140939597315,0.671140939597315,0.335570469798658,0,0,0,2.01342281879195,5.36912751677852,0,3.35570469798658,2.68456375838926,2.01342281879195,0,39.5973154362416,4.02684563758389,2.01342281879195,0,0,0,4.02684563758389,0,1.34228187919463,1.00671140939597,0,0,0,0.335570469798658,0.335570469798658,0,0.671140939597315,0,0,0,0,1.00671140939597,0,0.335570469798658,0,0,0,0,0,0,0,0.335570469798658,0,0
"48",117.5,2493,2533,11.8032786885246,0.983606557377049,0.327868852459016,0.983606557377049,0.983606557377049,2.62295081967213,1.31147540983607,0,0.655737704918033,0.327868852459016,0,0,0.327868852459016,0.327868852459016,0,0.327868852459016,3.27868852459016,1.9672131147541,0,0,0,0.983606557377049,0,3.27868852459016,4.59016393442623,0.655737704918033,3.9344262295082,0.655737704918033,0.655737704918033,0.983606557377049,40,7.86885245901639,1.9672131147541,0,1.63934426229508,0,2.62295081967213,0,0,0,0,0,0,0,0,0,0,0.327868852459016,0,0,0,0.983606557377049,0,0.327868852459016,0.327868852459016,0,0.327868852459016,0,0,0,0,0.327868852459016,0,0
"49",120,2533,2571,11.4285714285714,1.58730158730159,1.26984126984127,1.9047619047619,0.952380952380952,1.9047619047619,0.952380952380952,0.634920634920635,0.634920634920635,0.634920634920635,0,0.317460317460317,0.634920634920635,0.634920634920635,0,0.317460317460317,3.49206349206349,0.952380952380952,0.317460317460317,0.317460317460317,0,0,0.317460317460317,2.53968253968254,5.07936507936508,0.317460317460317,5.71428571428571,1.26984126984127,1.9047619047619,0.317460317460317,38.4126984126984,0.952380952380952,1.26984126984127,0.317460317460317,0,0,3.80952380952381,0,1.26984126984127,0.952380952380952,0,0.317460317460317,0,0,0,0.952380952380952,0,0,0,0,0,0.317460317460317,0,0.317460317460317,0,0.317460317460317,0,0,0.952380952380952,0,0,0.317460317460317,0.317460317460317,0.317460317460317
"50",122.5,2571,2609,11.2094395280236,2.94985250737463,1.17994100294985,1.47492625368732,0.589970501474926,2.94985250737463,0.884955752212389,1.47492625368732,1.17994100294985,0.589970501474926,1.47492625368732,0.294985250737463,0.294985250737463,0.589970501474926,0.589970501474926,0.294985250737463,4.12979351032448,1.17994100294985,0.294985250737463,0.294985250737463,0,0,0.294985250737463,2.3598820058997,4.12979351032448,0,4.42477876106195,0.884955752212389,2.3598820058997,1.17994100294985,34.8082595870207,1.17994100294985,1.17994100294985,0.294985250737463,0,0,4.12979351032448,0,1.76991150442478,0.884955752212389,0,0.294985250737463,0,0,0,1.47492625368732,0,0,0,0,0,0.294985250737463,0,0.294985250737463,0,0.294985250737463,0,0,0.884955752212389,0,0,0.294985250737463,0.294985250737463,0.294985250737463
"51",125,2609,2650,7.88530465949821,0,2.8673835125448,0,2.1505376344086,2.1505376344086,0.716845878136201,0.716845878136201,0.716845878136201,0,0,0,0,0,0.3584229390681,0,2.8673835125448,4.3010752688172,0,0,0,0,0,0,6.09318996415771,0,4.3010752688172,1.4336917562724,1.4336917562724,0.716845878136201,44.8028673835125,4.3010752688172,2.8673835125448,0,0,0,3.584229390681,0,0,0.3584229390681,0.3584229390681,0,0,0,0,0.716845878136201,0,0,0,0,0,0.3584229390681,0,0.3584229390681,1.4336917562724,0.3584229390681,0,0,0.3584229390681,0,0,0.3584229390681,0,0.3584229390681
"52",127.5,2650,2690,10.0323624595469,3.23624595469256,1.94174757281553,0.647249190938511,3.23624595469256,2.58899676375405,1.29449838187702,0.323624595469256,0.647249190938511,0.647249190938511,0,0,0.647249190938511,0.647249190938511,0,0.323624595469256,1.29449838187702,1.29449838187702,0.647249190938511,1.29449838187702,0,0,0,1.94174757281553,5.8252427184466,0,4.53074433656958,0,0.970873786407767,0,44.6601941747573,1.29449838187702,1.94174757281553,0,0,0,2.58899676375405,0,0,0,0,0,0,0.323624595469256,0,0,0,0,0,0,0,0.970873786407767,0,1.94174757281553,0.323624595469256,0,0,0,0,0,0,0.647249190938511,0,0.323624595469256
"53",130,2690,2727,10.2719033232628,0.906344410876133,2.41691842900302,0,2.41691842900302,1.81268882175227,0.604229607250755,1.51057401812689,0.604229607250755,0,0,0,1.20845921450151,0.302114803625378,0.302114803625378,0,3.32326283987915,3.32326283987915,0,0,0,0,0,0.604229607250755,6.94864048338369,0,6.04229607250755,1.81268882175227,0.906344410876133,0,33.5347432024169,4.53172205438066,3.62537764350453,0,0,0.302114803625378,3.32326283987915,0,0.604229607250755,0,0.604229607250755,0,0,0,0.302114803625378,0.906344410876133,0,0,0,0,0,0,0,1.81268882175227,0.302114803625378,0.906344410876133,0,0,1.20845921450151,0.906344410876133,0,0,0,0.604229607250755
"54",132.5,2727,2765,12.624584717608,1.99335548172757,1.32890365448505,0,1.99335548172757,2.6578073089701,1.66112956810631,0.664451827242525,0.664451827242525,0,0,0.332225913621262,0,0.664451827242525,0,0,1.99335548172757,1.99335548172757,0,0,0,0,0,0.996677740863787,4.65116279069767,0,6.64451827242525,3.32225913621263,0.664451827242525,0.332225913621262,40.1993355481728,3.32225913621263,1.99335548172757,0,1.32890365448505,0,3.32225913621263,0.332225913621262,1.32890365448505,0,0,0,0.996677740863787,0,0.332225913621262,0,0,0,0,0,0,0,0,0.664451827242525,0,0,0,0,0,0.332225913621262,0,0.332225913621262,0,0.332225913621262
"55",135,2765,2804,15.13353115727,2.07715133531157,1.48367952522255,0,2.67062314540059,0.593471810089021,0.890207715133531,0,0.29673590504451,0.29673590504451,0,0,0.593471810089021,0.593471810089021,0.29673590504451,0,3.26409495548961,2.07715133531157,0,0,0,0,0,0.593471810089021,3.85756676557863,0,4.74777448071217,2.07715133531157,0.890207715133531,0,42.433234421365,0.29673590504451,0.890207715133531,0,1.18694362017804,0,2.9673590504451,0.29673590504451,0.593471810089021,0.593471810089021,0,0,0,0,0.593471810089021,0,0.29673590504451,0.593471810089021,0,0,0,1.18694362017804,0,0.890207715133531,0.29673590504451,0,0,0,1.18694362017804,0,0,0.593471810089021,0,0
"56",137.5,2804,2842,11.9402985074627,0.597014925373134,2.38805970149254,0.895522388059702,2.08955223880597,0.597014925373134,2.38805970149254,0,0.597014925373134,0,0.298507462686567,0,0.597014925373134,0.597014925373134,0,0,3.58208955223881,2.38805970149254,0,0,0,0,0,0.597014925373134,3.58208955223881,0,8.05970149253731,1.19402985074627,0.597014925373134,0,42.6865671641791,0,0.597014925373134,0,1.7910447761194,0,3.88059701492537,0.298507462686567,0.298507462686567,0.298507462686567,0,0,0,0,0.597014925373134,0,0.298507462686567,0.597014925373134,0,0,0,1.19402985074627,0,0.895522388059702,0.298507462686567,0,0,0,1.19402985074627,0,0,0.298507462686567,0,0
"57",140,2842,2881,16.9871794871795,1.28205128205128,0.32051282051282,0,1.92307692307692,2.88461538461538,0,0,0.32051282051282,0.641025641025641,0,0,0.641025641025641,0,0,0,3.84615384615385,2.56410256410256,1.28205128205128,0,0.32051282051282,0,0,0.32051282051282,3.2051282051282,0.641025641025641,4.16666666666667,2.88461538461538,0.961538461538462,0.32051282051282,39.1025641025641,3.52564102564103,1.28205128205128,0,0.961538461538462,0,3.84615384615385,0.32051282051282,0.641025641025641,0.641025641025641,0,0,0.641025641025641,0.32051282051282,0,0.32051282051282,0,0,0,0,0,0.32051282051282,0,0.32051282051282,0,0.32051282051282,0,0,0.32051282051282,0,0,0.32051282051282,0.641025641025641,0.32051282051282
"58",142.5,2881,2919,12.7536231884058,3.47826086956522,1.73913043478261,0,2.89855072463768,2.89855072463768,1.73913043478261,1.15942028985507,0.579710144927536,0,0,0,0,0.579710144927536,0.289855072463768,0,3.18840579710145,1.15942028985507,0,0,0,0,0,1.73913043478261,5.21739130434783,0.579710144927536,4.05797101449275,1.73913043478261,1.73913043478261,0.289855072463768,34.4927536231884,2.31884057971015,2.31884057971015,0,0.289855072463768,0,3.47826086956522,0.289855072463768,0.579710144927536,0.579710144927536,0,0,0.289855072463768,0,0,1.73913043478261,0.289855072463768,0,0,0,0,0,0,1.44927536231884,0,0.869565217391304,0,0,0.289855072463768,0,0,1.15942028985507,0.579710144927536,0
"59",145,2919,2959,12.7090301003344,1.33779264214047,0.334448160535117,0,2.0066889632107,2.67558528428094,0.668896321070234,1.67224080267559,0.334448160535117,0.668896321070234,0,0,0.334448160535117,0,0.334448160535117,0,2.0066889632107,2.34113712374582,0,0,0,0,0,0,4.0133779264214,2.67558528428094,9.03010033444816,0,1.33779264214047,0,39.4648829431438,4.0133779264214,0.668896321070234,0,0,0,3.34448160535117,0,1.33779264214047,0,0,0,0.668896321070234,0,0.334448160535117,0.334448160535117,0,0,0,0,0,0.334448160535117,0,2.0066889632107,0,0.334448160535117,0,0,0.334448160535117,0,0,0.334448160535117,0.334448160535117,0
"60",147.5,2959,2999,11.0787172011662,1.74927113702624,2.33236151603499,0,3.49854227405248,1.16618075801749,1.16618075801749,1.45772594752187,0.583090379008746,0,0,0.583090379008746,0,0.291545189504373,0,0.291545189504373,4.08163265306122,5.24781341107872,0.291545189504373,0.291545189504373,0,0,0,2.91545189504373,2.91545189504373,1.16618075801749,4.66472303206997,1.16618075801749,0,1.16618075801749,35.5685131195335,3.49854227405248,1.16618075801749,1.16618075801749,0,0,2.62390670553936,0,0.291545189504373,0,0,0.291545189504373,0.87463556851312,0,0,0.291545189504373,0,0.291545189504373,0,0,0,0,0,0.87463556851312,1.74927113702624,0,0,0,0,0,0,0,0.291545189504373,0
"61",150,2999,3046,14.0056022408964,4.20168067226891,1.12044817927171,0,3.0812324929972,2.80112044817927,0.560224089635854,1.12044817927171,1.12044817927171,0.560224089635854,0,0,0.280112044817927,0,0.280112044817927,0,1.12044817927171,1.40056022408964,0.560224089635854,0,0,0,0,0.560224089635854,3.92156862745098,0,7.56302521008403,0.560224089635854,0.560224089635854,0.560224089635854,36.4145658263305,1.68067226890756,1.40056022408964,0,0.560224089635854,0.280112044817927,4.76190476190476,0,0.560224089635854,0.560224089635854,0,0.560224089635854,0.560224089635854,0.280112044817927,0.560224089635854,0.280112044817927,0.280112044817927,0,0,0,0,0.280112044817927,0,1.12044817927171,0.560224089635854,0.840336134453782,0,0,0.560224089635854,0,0,0,0.280112044817927,0.560224089635854
"62",152.5,3046,3077,9.74842767295597,0.628930817610063,2.20125786163522,0.628930817610063,1.88679245283019,1.25786163522013,1.25786163522013,1.88679245283019,0.628930817610063,0,0,0,0,0,0,0,4.40251572327044,1.57232704402516,0.628930817610063,0,0,0,0,0,8.17610062893082,0,8.49056603773585,0.628930817610063,1.25786163522013,0.628930817610063,40.5660377358491,0,1.88679245283019,0,0,0.314465408805031,3.14465408805031,0,0.943396226415094,0,0,0.314465408805031,0,0,0.314465408805031,1.25786163522013,0,0,0,0,0,0.628930817610063,0,0.943396226415094,0,0.314465408805031,0.628930817610063,0,0.314465408805031,0,0,0,0,0
"63",155,3077,3115,7.92682926829268,0.609756097560976,1.82926829268293,0,3.65853658536585,1.82926829268293,1.21951219512195,1.21951219512195,0.609756097560976,0,0.609756097560976,0,0.609756097560976,0.609756097560976,0,0,2.4390243902439,3.35365853658537,0,0,0,0,0,0.609756097560976,7.92682926829268,0.609756097560976,9.45121951219512,0,0.609756097560976,2.4390243902439,36.280487804878,1.82926829268293,1.21951219512195,0.609756097560976,0,0.304878048780488,4.8780487804878,0,1.21951219512195,0.914634146341463,0,0,0.609756097560976,0,0,0,0.609756097560976,0,0,0,0,0,0,0.914634146341463,0.304878048780488,0,0,0,0,0,0,0.304878048780488,0,0
"64",157.5,3115,3154,13.3333333333333,3.18840579710145,1.44927536231884,1.15942028985507,2.60869565217391,1.73913043478261,0.289855072463768,2.02898550724638,1.15942028985507,0,0,0,0.579710144927536,0.579710144927536,0,0,0.579710144927536,2.89855072463768,0,0,0,0,0.289855072463768,0.579710144927536,2.31884057971015,0.579710144927536,7.82608695652174,1.15942028985507,0.579710144927536,0.579710144927536,38.2608695652174,1.15942028985507,1.73913043478261,0,0,0,4.63768115942029,0.579710144927536,0.289855072463768,0.289855072463768,0,0,0,0,0.869565217391304,0.579710144927536,0.289855072463768,0,0,0,0,1.15942028985507,0,1.73913043478261,0.289855072463768,0,0,0,0.579710144927536,0,0,0,0,0.579710144927536
"65",160,3154,3192,13,1.33333333333333,0.666666666666667,0,2,0.666666666666667,0,0.333333333333333,0.333333333333333,0,0,0,0.666666666666667,0.333333333333333,0,0,1.33333333333333,4.66666666666667,0.666666666666667,0,0,0,0.333333333333333,2,4.66666666666667,0,9,2,0.666666666666667,1.33333333333333,38.3333333333333,1.33333333333333,2,0,0,0,3.33333333333333,0.333333333333333,1.33333333333333,1.33333333333333,0,0,0.333333333333333,0,0.333333333333333,0.333333333333333,1,0,0,0,0,0,0,0.666666666666667,0,0.333333333333333,0,0,0,0,0.333333333333333,0.666666666666667,0.333333333333333,0
"66",162.5,3192,3230,12.037037037037,3.08641975308642,0.617283950617284,0.617283950617284,1.23456790123457,1.85185185185185,0.617283950617284,1.85185185185185,1.23456790123457,0,0,0,1.23456790123457,0,0,0.308641975308642,0.308641975308642,1.54320987654321,0,0,0,0.308641975308642,0.617283950617284,0.617283950617284,4.01234567901235,1.23456790123457,7.71604938271605,1.23456790123457,0,1.23456790123457,37.962962962963,1.23456790123457,1.85185185185185,0.617283950617284,1.85185185185185,0,5.55555555555556,0.617283950617284,0.308641975308642,0.925925925925926,0.308641975308642,0,0,0,0.308641975308642,0.308641975308642,0.617283950617284,0,0,0,0,0.308641975308642,0,1.23456790123457,0.308641975308642,0.308641975308642,0,0,0,0,0,0.308641975308642,0.308641975308642,0
"67",165,3230,3268,8.51063829787234,2.73556231003039,1.21580547112462,0,3.03951367781155,0.911854103343465,1.82370820668693,1.82370820668693,1.21580547112462,0,0,0,0,0,0.303951367781155,0,3.3434650455927,3.3434650455927,0,0,0,0,0,0,4.25531914893617,0.303951367781155,9.11854103343465,4.25531914893617,0.60790273556231,0,37.6899696048632,1.82370820668693,3.03951367781155,0,0,0,3.3434650455927,0.911854103343465,0.60790273556231,0,0,0.303951367781155,0,0,0,0.303951367781155,0,0.303951367781155,0,0,0,1.21580547112462,0,0.60790273556231,0,0,1.21580547112462,0,0,0,0,0.303951367781155,0.60790273556231,0
"68",167.5,3268,3306,6.0702875399361,2.23642172523962,0.638977635782748,0,2.87539936102236,2.87539936102236,0.958466453674121,1.91693290734824,0.638977635782748,0.638977635782748,0,0,0,0.319488817891374,0,0.638977635782748,2.23642172523962,3.83386581469649,0,0,0.319488817891374,0,0.319488817891374,1.91693290734824,3.51437699680511,0,9.26517571884984,1.59744408945687,0.319488817891374,1.59744408945687,39.297124600639,1.91693290734824,2.23642172523962,0,0.638977635782748,0.319488817891374,5.11182108626198,0,1.91693290734824,0.638977635782748,0,0,0,0,0.319488817891374,0,0,0,0,0,0,0.319488817891374,0,0,0,0.319488817891374,0,0,0,0,0,0,0.638977635782748,0
"69",170,3306,3345,11.4457831325301,1.20481927710843,1.50602409638554,0.301204819277108,1.50602409638554,2.10843373493976,0.301204819277108,0.602409638554217,0.903614457831325,0.301204819277108,0,0,0,0,0,0,3.6144578313253,3.91566265060241,1.20481927710843,0,0.301204819277108,0,0,1.80722891566265,4.51807228915663,0,5.42168674698795,1.20481927710843,0.903614457831325,0.301204819277108,39.1566265060241,0.602409638554217,1.80722891566265,0,0.602409638554217,0.301204819277108,6.62650602409639,0,1.20481927710843,0,0,0,0,0,0.903614457831325,0,0.602409638554217,0,0.301204819277108,0,0,0,0,0.301204819277108,1.50602409638554,0.301204819277108,0.602409638554217,0,0.301204819277108,0,0,0,0.301204819277108,0
"70",172.5,3345,3384,10.9467455621302,1.4792899408284,1.18343195266272,0,2.36686390532544,1.77514792899408,0,2.36686390532544,1.77514792899408,0,0,0,0,0.591715976331361,0,0,2.66272189349112,2.36686390532544,0.29585798816568,0.887573964497041,0,0,0.591715976331361,0.591715976331361,5.02958579881657,0,8.87573964497041,4.73372781065089,0,1.4792899408284,36.9822485207101,0.591715976331361,2.07100591715976,0,0,0.591715976331361,3.84615384615385,0,1.18343195266272,0,0.29585798816568,0,0,0,0,0.29585798816568,0.29585798816568,0,0,0,0,0.29585798816568,0,1.77514792899408,0,0,0.29585798816568,0,0,0,0,0,0,0
"71",175,3384,3422,10.8433734939759,2.71084337349398,1.20481927710843,0,2.10843373493976,1.80722891566265,0,1.80722891566265,1.80722891566265,0.602409638554217,0,0,0.301204819277108,0.301204819277108,0.301204819277108,0,3.6144578313253,4.51807228915663,0.602409638554217,0,0,0,0,0,3.6144578313253,0,8.43373493975904,0.903614457831325,1.20481927710843,0.903614457831325,39.1566265060241,1.80722891566265,0,0,1.20481927710843,0,3.31325301204819,0,0,0,0,0,0,0,0.301204819277108,0.602409638554217,0,0,0,0,0,0.602409638554217,0,1.20481927710843,0.903614457831325,0,0,0,0.301204819277108,0,0,0,0.602409638554217,0
"72",177.5,3422,3460,8.35820895522388,1.19402985074627,0.298507462686567,0,2.38805970149254,3.58208955223881,0.298507462686567,0,1.7910447761194,0,0,0.895522388059702,0,1.19402985074627,0.298507462686567,0,0.597014925373134,0.597014925373134,0,0.298507462686567,0,0.298507462686567,0,0.597014925373134,5.97014925373134,0,14.9253731343284,0.298507462686567,0.298507462686567,0.298507462686567,45.0746268656716,1.7910447761194,0.597014925373134,0,1.7910447761194,0,4.77611940298508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.298507462686567,0,0,0,0,0.597014925373134,0,0
